,source_id,date,category,title,author,text
92,,"
Published 2:52 PM, February 05, 2020                                    ",nCov,Monitoring of Chinese tourists in Boracay ongoing vs coronavirus,Boy Ryan Zabal,"
CORONAVIRUS MONITORING. Background photo by Louie Lapat/Rappler 
KALIBO, Philippines – Around 350 Chinese tourists in Boracay Island are being monitored by a local task force of Malay, Aklan to control the spread of the 2019 novel coronavirus (2019-nCoV). 
Deputy task force information manager Madel Joy Tayco said the Chinese nationals arrived in Boracay Island before the government issued a directive for the temporary banning of foreigners and Filipinos coming from China and its special administrative regions of Macau and Hong Kong.
The number of persons for monitoring in Boracay Island has dwindled from a high of 2,000 tourists after direct flights to and from mainland China, Hong Kong and Macau were cancelled. 
“The tourists with travel history to China were cleared by Bureau of Quarantine (BOQ) in local airports...it is now our task to monitor and manage them based on the guidelines of the World Health Organization and Department of Health until they leave Boracay Island,” said Tayco, also working as Nurse II of Municipal Health Office (MHO) of Malay, Aklan. 
Contrary to.media reports, the Chinese tourists are persons for monitoring and not persons under investigation (PUIs) with no flu-like symptoms associated with the Wuhan coronavirus. The disease, as of February 5, has killed at least 490 people.
Tayco clarified the Chinese nationals were closely monitored in their hotels in coordination with hotel nurses and medical team, and not isolated in the island by health authorities.
“The monitoring of these foreigners include the checking of body temperature and other symptoms like difficulty of breathing and cough, which are done twice a day. So far, wala naman silang signs or symptoms,” she stressed.
On January 28, MHO Malay also started an information education dissemination campaign with resorts, hotels, schools, and other establishments to prevent the possible transmission of virus.
“We aim to educate and inform the public in Malay, Aklan, especially Boracay Island about the novel coronavirus and how they could protect themselves,” Tayco added.
As this developed, Provincial Health Officer I Dr. Cornelio Cuachon, Jr. identified Gov. Corazon L. Cabagnot Tourism and Training Center in Old Buswang, Kalibo, Aklan as a temporary holding facility for inbound travelers from China, Macau, and Hong Kong to undergo a 14-day quarantine period.
The Aklan training center was recommended by BOQ and the provincial inter-agency task force. The facility earlier handled 11 Chinese nationals on January 25 to monitor their conditions.
They were spending their vacation in Boracay Island when the Provincial Health Office-Aklan was alerted by DOH after four of them had close contacts with a coronavirus patient in Hong Kong.
The foreigners - 7 adults and 4 children - returned home on January 31 to Chengdu, China via Kalibo International Airport.
As a precautionary measure, BOQ and DOH personnel also conducted mandatory thermal scans of domestic tourists coming from Cebu, Manila and Clark to Kalibo International Airport and Caticlan airport in Malay, Aklan.
Health declaration cards are also collected and checked by health authorities for every incoming travelers. (READ: Philippines confirms 3rd case of novel coronavirus)
As of this posting, the 23-year old flight attendant and 17-year old Chinese national isolated in Aklan provincial hospital in Kalibo, Aklan are monitored by attending doctors for flu-like coronavirus symptoms. The patients have history of travel in Hong Kong and China.
Cuachon said they are awaiting test results from the Research Institute for Tropical Medicine (RITM) for confirmation. – Rappler.com "
93,,"
Published 2:43 PM, February 05, 2020                                    ",nCov,"No lockdown in Baguio City, but PMA homecoming may still be postponed",Frank Cimatu,"
 POSTPONED. File of the 2019 PMA alumni homecoming at the at the Borromeo Field of Fort Del Pilar in Baguio City. Photo by Mau Victa/Rappler  
BAGUIO CITY – Baguio is still not on lockdown due to the novel coronavirus.
This after defense secretary Delfin Lorenzana used that as a basis for the possible postponement of the annual Philippine Military Academy alumni homecoming.
A press release from Lorenzana had him saying: ""The DND supports the decision of the Philippine Military Academy to temporarily close its grounds to visitors and outsiders in light of the 2019-nCov situation. This is in step with the decision of the City Mayor of Baguio, the Honorable Benjamin Magalong, who imposed a mandatory a city-wide lockdown for tourists and visitors. ""
Lorenzana called for the postponement ""to a more auspicious date in the future unless Magalong lifts the city-wide lockdown before February 14.”
(READ: Baguio cancels Panagbenga opening, other big events due to coronavirus threat)
The Philippine Military Academy was ordered closed to the general public in the next 3 weeks by PMA superintendent Vice Admiral Allan Cusi. Only relatives of cadets can visit on weekends. The PMA alumni reunion is usually set after Valentine's Day.
""We deem it prudent to avoid situations where the health and safety of our cadets, PMA alumni, and their families are put at risk,"" said Lorenzana.
Magalong, who is a member of PMA Class of 1982 denied there was  lockdown.
“Only the postponement of government-sponsored events that would attract large crowds in the next 3 weeks was announced as a preventive measure against the 2019 novel coronavirus,” Magalong said. 
Last week,  Magalong cancelled the opening parade of the hugely popular Panagbenga Festival. 
He also postponed the Cordillera Administrative Region Athletic Association (CARAA) scheduled to held next week. 
Also affected is the closure of half of Session Road every Sunday to motorists so that cultural and artistic activities can take over. 
The PMA, in response to Magalong’s call, announced a lockdown in Fort del Pilar with only relatives allowed to enter the academy grounds. 
The PMA reunion is always well-attended by its alumni with President Duterte, the adopted mistah of Class 67, once attending his class’ 50th anniversary. – Rappler.com "
94,,"
Published 2:00 PM, February 05, 2020                                    ",nCov,Philippines confirms 3rd case of novel coronavirus,Janella Paris,"
SCANNER. Thermal scanners welcome people into the Philippine Senate amid the 2019 novel coronavirus scare. Photo by KD Madrilejos/Rappler 
MANILA, Philippines (6th UPDATE) – The Department of Health (DOH) on Wednesday, February 5, reported the Philippines’ 3rd confirmed case of novel coronavirus (2019-nCoV).
Health Undersecretary Eric Domingo said that a 60-year-old woman from Wuhan, China, tested postive for 2019-nCoV. She traveled from Wuhan through Hong Kong and arrived in Cebu on January 20, and headed directly  to Bohol.

Domingo said that on January 22, the woman consulted a private hospital after developing fever and colds, and was admitted to a  hospital in Bohol.
Several samples were taken from the woman on January 23 and January 24. The latter samples were sent to the Victorian Infectious Disease Reference Laboratory in Australia and the Research Institute for Tropical Medicine (RITM).
Domingo said that the Victorian Infectious Disease Reference Laboratory sent back the test results on the January 24 samples on January 29, and RITM on January 30 – both came out negative.
With her test result for 2019-nCoV negative, the woman was discharged from the hospital 9 days after admission and was allowed to travel back to China on January 31.
Domingo said that the RITM later ran tests on the first sample taken from the woman on January 23 after it became capable of testing samples for 2019-nCoV. 
Domingo said that on February 3, RITM notified the DOH that the January 23 samples tested positive for 2019-nCoV. This showed that the woman was able to mount immunity against the virus by the time the January 24 samples were taken. 
Asked why it took the DOH two days to report the third confirmed case, Domingo said: ""We found out evening of February 3, and yesterday we were at the Senate. As you well know, the secretary was there the whole day, so we couldn’t have a press conference yesterday."" 
He added that the the DOH's regional office in Central Visayas was immediately notified and that they were able to begin contact tracing on Tuesday, February 4.
""Before we announce it, we make sure the regional office and the local government units already know,"" Domingo said.
The first two 2019-nCoV cases in the country were a couple who traveled to the Philippines from Wuhan, China, the center of the outbreak. The man died on February 1, the first death due to the virus outside China.
133 cases probed
The DOH said it is now probing a total of 133 patients for 2019-nCoV. 
As of February 5, 115 patients are admitted to hospitals, while 16 were discharged but were being contacted by DOH surveillance officers daily for updates on their symptoms. Two patients under investigation have died, one of whom tested negative for the virus and died due to other complications.
The DOH added that 63 of the patients under investigation are Filipinos, 54 are Chinese, and 16 other foreign nationals. Of this number, 32 traveled from Wuhan, China, while others came from Hong Kong and other parts of China.
The DOH also confirmed that health workers are included in the 54 Filipino patients under investigation. 
Here is the breakdown of suspected cases per region:

Ilocos - 3
Cagayan Valley - 2
Cordillera Administrative Region - 1
Central Luzon - 16
Metro Manila - 42
Calabarzon - 13
Mimaropa - 4
Western Visayas - 14
Central Visayas - 16
Eastern Visayas - 5
Northern Mindanao - 7
Caraga - 1
Davao Region - 9

Meanwhile, a Canadian who was quarantined in Bacolod City for suspected symptoms of novel coronavirus tested negative, according to Dr Julius Drilon, medical center chief of Corazan Locsin Montelibano Memorial Regional Hospital (CLMMRH), on Wednesday, February 5.
Drilon said the 43-year-old patient, who came from Taiwan, tested negative in the confirmatory test conducted by the RITM.
He said the patient was set to be discharged from the government hospital.
Drilon added that two more persons under investigation were still confined at the hospital's Emerging Infectious Disease Facility, awaiting for the laboratory results from RITM.
In a statement, AirAsia said it was working closely with the government, especially the DOH, after it was confirmed that the Philippines’ 3rd case of 2019-nCoV took an AirAsia flight from Cebu to Shenzhen, China, on January 31.
“AirAsia is ready and willing to provide relevant documents to the DOH, including the flight manifest and available contact details of guests on board the flight, given the urgency of this situation. The operating flight crew have also been quarantined in compliance with the Philippine government’s travel ban,” it said.
“All AirAsia aircraft undergo disinfection procedures according to prescribed protocol,” the airline added. 
AirAsia urged passengers of flight Z2 7800, which left Cebu for Shenzhen at 11:35 am on January 31, to seek medical attention if they feel unwell.
Following the government directive, the airline has cancelled its flights between the Philippines and China, Hong Kong, and Macao.
Globally, the virus has so far killed 492, mostly in China, and infected 23,939 in 25 countries: China, Japan, Thailand, Singapore, South Korea, Australia, Germany, the US, Malaysia, Taiwan, Vietnam, France, United Arab Emirates, Canada, India, Italy, Russia, the Philippines, the United Kingdom, Nepal, Cambodia, Spain, Finland, Sweden, and Sri Lanka.
In the Philippines, the government prohibited travelers from China, Hong Kong, and Macau from entering the country. – With reports from Marchel Espina/Rappler.com "
95,,"
Published 1:24 PM, February 05, 2020                                    ",nCov,"'Get your priorities straight,' lawmakers tell Duque amid coronavirus threat",Mara Cepeda,"
MISPLACED PRIORITIES? DOH Secretary Francisco Duque lll skipped the House hearing on the novel coronavirus on February 5, 2020 to inspect a quarantine facility in Nueva Ecija. File photo by Darren Langit/Rappler 
MANILA, Philippines – Visibly upset legislators told Health Secretary Francisco Duque III he needs to get his priorities in order after he failed to attend a House hearing on Metro Manila’s response to the 2019 novel coronavirus (2019-nCoV). 
On Wednesday, February 5, Muntinlupa Representative Ruffy Biazon called out Duque for begging off from attending the House committee on Metro Manila development’s hearing to inspect a quarantine facility in Fort Magsaysay in Nueva Ecija.
Duque went to Fort Magsaysay on orders of President Rodrigo Duterte. The facility in the military reserve will serve as a quarantine area for Filipinos set to be repatriated from China on Saturday, February 8.
""Pakiparating po kay Secretary Duque: Ayusin ho niya ang kanyang priorities (Please tell this to Secretary Duque: He should get his priorities straight),"" Biazon told heads of various DOH bureaus present during the hearing. 
“So I guess this shows the type of priorities that the Secretary has. As the overall in-charge of handling this crisis, I believe he should have been there. Hindi ‘yong pag-iinspekto na lang ng mga kuwarto (He should not just spend time inspecting rooms). So to the DOH, we appreciate your presence but I am very sure there will be questions here that you wouldn’t be able to answer,” he added.
A few minutes later, Biazon recalled the Senate hearing on Tuesday, February 4, which revealed an apparent lack of communication between the DOH, and the Civil Aeronautics Board and the Civil Aviation Authority of the Philippines on contact tracing for possible 2019-nCoV cases.  
Duque had even threatened to fire “incompetent” officials from the DOH’s Epidemiology Bureau. But for Biazon, no one is to be blamed but the health secretary himself. 
The Muntinlupa congressman cited Republic Act No. 11332 or the “Mandatory Reporting of Notifiable Diseases and Health Events of Public Health Concerns Act,” which gives the DOH chief the power to “declare epidemics of national and/or international concerns except when the same threatens national security.” 
“Itong krisis na hinaharap natin sa kalusugan ng mga Pilipino, siya ang incident commander. Sa kanya manggagaling ang kautusan. Lahat ng ahensiya – DFA (Department of Foreign Affairs) and others – mapapasailalim sa kanya. Kaya ito ho tayo nababahala kung ano ba ang priorities dito sa pag-attend sa problemang ito,” Biazon said. 
(He is the incident commander of this crisis involving the health of Filipinos. The orders should be coming from him. All agencies – including the DFA and others – would fall under him. That's why we are concerned over his priorities in attending to this problem.)
Manila 1st District Representative Manuel Lopez, House committee on Metro Manila development chair, agreed with Biazon. 
“We would not like to lambast the Secretary...pero ang nais lang po namin ipaalam sa kanya [ay] baka nakakalimutan niya ang paalala namin kung anu-ano po ang kapangyarihan na binigay po sa kanya ng Republika ng Pilipinas (But we want to remind him that he may be forgetting the powers given to him under the Republic of the Philippines),” Lopez said.
Duque had already appeared before the House during the question hour in the plenary session on January 29. But only a few lawmakers lined up to interpellate the DOH chief, excluding Biazon and Lopez. 
As of 9 pm on Tuesday, the Philippines recorded one death due to the 2019-nCoV, the first to die from the disease outside of China. 
This 44-year-old Chinese man is one of two confirmed coronavirus cases in the country along with a 38-year-old woman, with whom he traveled from Wuhan via Hong Kong, to the Philippines.
The DOH is currently monitoring 105 patients for possible 2019-nCoV. Of this number, 91 were still in hospitals while 12 had been discharged.
Globally, the coronavirus has already infected 23,939 people and killed 492, as of Wednesday morning.
Duterte already prohibited travelers from China, Hong Kong, and Macau from entering the Philippines. – Rappler.com "
96,,"
Published 1:21 PM, February 05, 2020                                    ",nCov,"DepEd orders learners, staff in Davao region to get checked for coronavirus",Rappler.com,"
 
DAVAO CITY – The Department of Education in Region 11 (DepEd 11) ordered all learners, teachers, and non-teaching staff suffering from respiratory infections to be referred to health authorities for assessment.
Jenelieto Atillo, DepEd 11 spokesperson, said the move is part of measures the department had taken against the novel coronavirus (2019-nCoV) under Project Shield (Strategic Health Intervention to Emerging Health Threats through Information Education Campaigns for Learners and Educators in Davao Region), which DepEd 11 director Evelyn Fetalvero had put into place.
He said DepEd 11 is also closely coordinating with local government units and health authorities to identify learners whose family members might have recently traveled to areas where nCoV-related incidents had been reported.
Project Shield, Atillo said, also led to the “creation of a task force at the division and district levels to oversee all school information education campaigns."" The initiative will ""handle students who exhibit flu-like symptoms.”
He said teachers all over the region, which has nearly 1 million pupils and students, were also asked to encourage pupils and students to observe proper hand washing, as well as coughing and sneezing etiquette. (READ: Novel coronavirus or 2019-nCoV: What we know so far)
All health personnel in schools and divisions were also mobilized to disseminate information on the coronavirus.
“All student government organizations, scouts and youth leaders are mobilized to create awareness on CoV and assist in the CoV prevention activities,” he added.
There had been no confirmed case of the 2019-nCoV in any of the provinces of Region 11 as of yet.
Several people were placed under observation in Davao City, including those who arrived from China via Xiamen Air last week, but authorities had already cleared them.
Xiamen Air had since canceled its direct flights from Davao City to Jinjiang because of the nCOv scare.
In North Cotabato, Gov. Nancy Catamco created a task force against the nCOv.
“The task force would also establish necessary precautionary measures and outline specific courses of action to contain and handle 2019-nCoV in case one resident of the province is confirmed to have the disease,” Catamco said.
She said the task force would also conduct an information campaign.
“Our people need assurance, not scary reports fueling their fears through false information. We, in government, should maintain calm and sobriety in facing this challenge,” Catamco said.
In Davao Oriental, Gov. Nelson Dayanghirang is also forming a similar task force, according to Karen Lou Deloso, the provincial information officer. – Rappler.com "
97,,"
Published 12:47 PM, February 05, 2020                                    ",nCov,Filipinos repatriated from China back home on February 8,Sofia Tomacruz,"
AIRPORT WATCH. The Bureau of Quarantine monitors the thermal scanner of passengers arriving from international flights at Ninoy Aquino International Airport in Pasay City on January 23, 2020. Photo by Inoue Jaena/Rappler 
MANILA, Philippines – Filipinos repatriated from China, where the 2019 novel coronavirus (2019-nCoV) had claimed hundreds of lives, will arrive in the Philippines on Saturday, February 8.Presidential Spokesperson Salvador Panelo made the announcement on Wednesday, February 5, a day after President Rodrigo Duterte held a Cabinet meeting that tackled the 2019 nCoV, among other matters.Panelo said in a statement that during the Cabinet meeting, Health Secretary Francisco Duque IIII informed Duterte that repatriated Filipinos will be brought straight to Fort Magsaysay in Nueva Ecija, where they would undergo the mandatory 14-day quarantine. “Secretary Duque reported that they are now preparing Fort Magsaysay in Nueva Ecija as a quarantine area, which can accommodate 10,000 individuals. The arrival of the initial batch of repatriated Filipinos will be on Saturday at the Clark Airport and transportation to Fort Magsaysay has already been prepared,” Panelo said. What to expect. Upon Duterte’s orders, Duque will meet repatriated Filipinos who would undergo mandatory quarantine “to properly address people affected in detail.”The group will be transported to the drug treatment and rehabilitation center in Fort Magsaysay which was built in late 2016. The facility was supposed to house up to 10,000 drug dependents who were expected to surrender to the government in its “war on drugs.”However, the facility has been mostly vacant, as most illegal drug users who surrendered to authorities were placed on community-based rehabilitation. On Tuesday, February 4, Defense Secretary Delfin Lorenzana gave assurances that the facility, which is located in a military reservation, was ready and accessible. He said health officials would take charge of monitoring and caring for repatriated Filipinos. “Kung ano ang kailangan nila for security (Whatever their security needs) – we can secure the area. But we will not be involved in the quarantine, that is not our competency,” Lorenzana told reporters. The latest in the Philippines. Philippine authorities said were monitoring 105 persons for the novel coronavirus as Tuesday.So far, the Department of Health has confirmed two cases of the novel coronavirus in the Philippines, including the first death outside China – a 44-year-old Chinese man who traveled to the Philippines from Wuhan. The man was the country's second confirmed case of 2019-nCoV, and a companion of the first patient, a 38-year-old Chinese woman.
As of Wednesday, the virus has killed 492 people and infected over 23,000 worldwide. – with a report from JC Gotinga/Rappler.com "
98,,"
Published 10:07 PM, February 04, 2020                                    ",nCov,Businesses worry more about Duterte gov’t than novel coronavirus,Ralf Rivas,"
MANILA, Philippines – The novel coronavirus has caused most stock markets in Asia, including the Philippines’ local bourse, to bleed.
Year-to-date, the bellwether Philippine Stock Exchange index (PSEi) has dropped to a 52-week low of 7,129, well within bear territory and far from optimistic forecasts. This means that if you bought stocks at the start of 2020, priced at almost 7,800 each, you have lost over 8% of your investments.

While the stock market is not totally indicative of the economy’s health, it does tell quite a lot about business sentiment. So far, it seems that sentiment does not go with some of the numbers.
Analysts and even the government’s economic team have all been somewhat unanimous in saying that while the impact of the novel coronavirus is hard to price in, the economy, so far, can take the hit.
The Philippines is also a domestic consumption-driven economy, which means that the economy is not very reliant on trade to grow. Trade-driven economies like China have taken a direct hit on both the lingering trade war and the spread of the coronavirus.
So why are investors still fleeing the Philippines?
It seems that more than the virus, businesses are getting more worried over the political climate under the Duterte administration.
“Investors are definitely worried and they are waiting for decisive action from the government to contain the virus. But remember this is not the only thing that investors are worried about, there's lots of domestic developments too,” said Jun Calaycay, chief of research of Philstocks.
With no clear gameplan and a credible, assuring tone in containing the virus, the business community is more jittery.
Business as usual?
Strictly looking at the numbers and somewhat excluding all other factors, the Philippine economy is perceived to be surviving the novel coronavirus.
All the market experts and economists whom Rappler was able to interview agree that the economic impact is ""minimal,"" provided that the situation does not escalate further.
Carlo Asuncion, Unionbank's chief economist, said that the tourism and trade sectors will be the most affected.
""In 2010, the PSA [Philippine Statistics Authority] put the average foreign tourist spend at $84/day, and last year, tourists visiting from China were approximately about 1.5 million. Thus, the Philippines may stand to lose a minimum of $126 million worth of foreign tourist spending this 2020 as the coronavirus scare continues to sow fear in the short-term,"" Asuncion said.

""People-movement-related businesses may also lose in the short-term as people tend to stay rather than roam around risking unnecessary exposure to the largely unknown disease.""
If the novel coronavirus delivers a “severe, but temporary impact” or an outbreak lasts 6 months, Unionbank’s economic research unit expects Philippine full-year economic growth to decline at least 0.3% to at most 0.8% in 2020. 
Calaycay added that while the overall economy remains robust, he warned that flight restrictions and cancellations have a ""spillover effect."" 
""It does not end in flights and tourism. There are jobs not necessarily related to these sectors but are dependent or somewhat connected to them, so we need to watch out for that as well,"" Calaycay said.

Meanwhile, ING Bank Manila chief economist Nicholas Mapa noted that the warm ties between the Philippines and China mean that Duterte also inherits Beijing's problems.
""When China sneezes, the Philippines catches a cold and picks up a cough given recent developments in economic ties,"" Mapa said.
China is currently the Philippines' top trading partner. Exports to China from January to November 2019 improved 6.3% to $8.8 billion, from $8.3 billion during the same period in 2018, according to PSA. Over 56% comprised electronic parts.
Mapa estimated losses to hit as high as $600 million due to the slowdown in tourist arrivals, effectively hitting overall consumption from retail sales, restaurants to hotels. (READ: Duterte expands ban on travelers from China, Hong Kong, Macau over coronavirus fears)
""Another possible hit would be the restricted movement of Chinese to and from the mainland, with POGO [Philippine offshore gambling operators] workers not able to return or incomes curtailed by the slowdown in business,"" Mapa said.
Meanwhile, Rizal Commercial Banking Corporation economist Michael Ricafort noted that consumers can expect lower oil prices due to the coronavirus outbreak.
He noted that global crude oil prices have already declined to a new 3-month low, which is already lower compared to the levels during the US-Iran tensions in early January 2020. The decline is due to the anticipation for lower global oil demand for oil especially in China, which is the world’s biggest oil importer.
While economists have estimated the impact to be minimal so far, the novel coronavirus scare is fueling the business community's jitters.
""For as long as uncertainty hangs over the Philippines, we can expect anxiety to weigh on the economy the same way a cold or cough curtails all of us. For the most part, we can still operate as business as usual, albeit stopping from time to time to wipe our noses or cough into a tissue,"" Mapa said.
Uncertainty
The presence of the novel coronavirus in the Philippines comes at a time where Duterte has weaponized contract reviews, seen by some as a move to favor allied businessmen. 
The elite, not used to attacks by a strongman, were quite unsure about how to handle such a scenario they never saw coming.
Duterte's rants against Ayala-led Manila Water and Manny V. Pangilinan's Maynilad has sent stock prices so low, the market has not seen such prices in over a decade.
Earlier this week, investors were somewhat given a boost when Enrique Razon, a perceived ally of Duterte, took a slice or 25% of Ayala's Manila Water. After the announcement, euphoric investors pushed stock prices back in the green.
""Yes, it somewhat calmed down the market. But it is still bad for the business environment overall. Does this mean that the whole contract review is all over? It does not feel right,"" said an analyst who requested anonymity.
The business community is also awaiting the fate of the Lopez's ABS-CBN, as well as keeping a close eye on the economic impact of Taal Volcano, and the reported cases of African swine fever outside Luzon.
Prior to these negative developments, the Duterte administration has already started to show signs of having difficulty attracting investors.
Foreign direct investments (FDIs) fom January to September 2019 posted $5.1 billion only, down nearly 37% compared to the $8.1 billion recorded in the same period in 2018. This brings the net FDI inflows for the 9-month period to only $5.12 billion down by nearly 37% compared to the $8.11 billion recorded in the same period in 2019. (READ: [OPINION | Point of Law] Challenges in business that cannot scare us)
Hot money or portfolio investments also showed weakness, as it saw a net outflow of $1.9 billion last year, according to the Bangko Sentral ng Pilipinas. This is a turnaround from the inflows of $1.2 billion in 2018. The BSP projected portfolio investments to register inflows worth $8 billion last year.
How soon can we see the impact of all these uncertainties? 
University of Asia and the Pacific economist Victor Abola said in a recent press briefing that in general, there is a ""lag"" before the real impact of uncertainties can be felt.
""Real effect can be felt after a year or so. For the current year, plans are there already and people will not stop executing plans because of certain negative actions,"" Abola said.
After missing its growth targets and struggling to attract more investors, the government now has the additional task of stemming the domino effect that the new virus has triggered. – Rappler.com "
99,,"
Published 9:01 PM, February 04, 2020                                    ",nCov,Cebu now under state of preparedness over novel coronavirus threat,Rappler.com,"
SIMULATION. Emergency responders in Cebu practice responding to a possible novel coronavirus outbreak. Photo by Gelo Litonjua/Rappler 
CEBU CITY, Philippines – Cebu Governor Gwendolyn Garcia signed an executive order Tuesday, February 4, placing this province under a state of preparedness because of the threat of the novel coronavirus (2019-nCoV) and designating 4 public facilities to be used as quarantine areas.
As part of this levelled up preparation the provincial government has identified the Eversly Child Sanitarium in Consolacion, Cebu, as the primary public facility where all Filipinos coming from  mainland China and the special administrative regions of Hong Kong and Macau will be committed to undergo a mandatory 14-day quarantine.
Aside from Eversly, the other quarantine facilities tapped by the provincial government are the Mandaue General Hospital, the New Life Facility in Pinamungajan town, and the Women and Children Development Center in Lahug, Cebu CIty.   All in all, the 3 facilities could handle up to 250 people.
 These facilities were set up when Cebu was planning to quarantine all passengers coming in from mainland China, even before President Rodrigo Duterte ordered a travel ban last week.
Also an author of Garcia's resolution was 4th District Provincial Board Member Kerrie Shimura, the Chairperson of the Committee on Health and Social Services.
“There is a clear and present danger of the 2019 Novel Coronavirus entering Cebu that warrants an immediate need for the implementation of measures to prevent its entry while establishing protocols for the quarantine of infected individuals in case entry;” the resolution read. The declaration empowered local government Disaster Risk Reduction Management offices to take actions to minimize the adverse effects of a recognized danger.  
At least 4 of the 31 patients under investigation by the Department of Health for the coronavirus are from the Central Visayas.   
The Cebu provincial government is also preparing protocols for home quarantine for arriving Filipinos.    The process for home quarantine was still being discussed with the local government units and Philippine National Police. 
""We have not established the protocols on homestay, we will have to bring them directly straight to the Eversely facility,"" Garcia said.
""Right now, we need to know where are their homes… we need to identify what times these are so that the mayors themselves will also be on board including the barangay kapitan,"" she added.The first death due to the coronavirus outside of China happened in the Philippines. The tourist came from Wuhan City to the Philippines via Dumaguete and Cebu. The Epidemiology Bureau of the DOH has found a total of 74 contacts the couple interacted with in Cebu and Dumaguete As of Tuesday, February 4, the DOH was looking into 80 people for 2019-nCoV. This includes 2 confirmed cases and 68 others who were still confined in hospitals, while 10 who have been discharged but are still being monitored. Of these, 48 samples are awaiting confirmation for the 2019-nCoV, while 30 have tested negative.– Rappler.com "
100,,"
Published 8:45 PM, February 04, 2020                                    ",nCov,U.P. scientists develop test kit for novel coronavirus,Janella Paris,"
PRECAUTION. Metro Manila commuters wear face masks as protection from the novel coronavirus on February 3, 2020. Photo by Jire Carreon/Rappler 
MANILA, Philippines – Scientists at the National Institutes of Health of the University of the Philippines (UP) Manila said they have developed a test kit that would help the Department of Health (DOH) confirm more cases of the novel coronavirus (2019-nCoV) in the country.
The test kit will be released next week for evaluation of the DOH, said scientist Raul Destura during a Senate hearing assessing the government's response to 2019-nCoV on Tuesday, February 4.
""Hopefully by next week, it will be ready for the DOH to verify and validate before they give their recommendation for use in the country,"" Destura said.
He added that UP scientists developed the test kit after Chinese scientists released the whole genome sequence of the virus to the public.
The test kit would allow the DOH to more rapidly detect the presence of 2019-nCoV in samples taken from patients ""under investigation"" or observation, which are now at 105.
Currently, the DOH is using the primer it had acquired from Japan, which allows its research arm, the Research Institute for Tropical Medicine, to determine ""within 48 hours"" whether samples are positive for 2019-nCoV.
""[What we're using is] like a code that more or less it will guide us to identify [the virus]. This is exactly the virus that's similar to the one in Wuhan,"" Health Secretary Francisco Duque III said.
But the primer is not yet commercially available, making it difficult for the DOH to acquire it in big batches.
World Health Organization country representative to the Philippines Rabindra Abeyasinghe said several research groups around the world are still racing to develop rapid test kits for the virus.
""Test kits will not be completed for about another week to 10 days, after which we have agreed that we will provide the test kits to the Philippines and other member states that are at risk,"" he said.
Senators on Tuesday criticized the DOH for apparent lapses in leadership especially in its protocols for contact tracing. In about a week, the health department has only traced 17% or around 50 of the 331 people who came into contact with the Philippines' two confirmed cases of 2019-nCoV.
Duque blamed the lapses on incompetent individuals in the DOH's Epidemiology Bureau. He also promised ""aggressive contact tracing"" which would involve police.
As of Tuesday, the virus has infected more than 20,000 and killed over 400, nearly all in China. (READ: World currently 'not in a pandemic' of China virus – WHO) – Rappler.com
  "
101,,"
Published 8:17 PM, February 04, 2020                                    ",nCov,Negros Oriental suspends classes in public schools amid coronavirus threat,Marchel P. Espina,"
 
NEGROS ORIENTAL, Philippines – Negros Oriental Governor Roel Degamo issued an executive order (EO) suspending classes in all levels in public schools from Wednesday, February 5, to Friday, February 7.
This is part of the precautionary measures of the provincial government to contain and mitigate the spread of the deadly novel coronavirus, the governor said in his EO issued Tuesday, February 4.
The governor also said that private schools may suspend their classes in their respective schools at their own discretion. 
Silliman University in Dumaguete City had earlier announced that its classes from preschool to senior high school will be conducted online starting February 5.
Five individuals in this province who came in contact with the two confirmed cases of novel coronavirus in the Philippines were placed under quarantine at a hospital after they exhibited flu-like symptoms.
Another 25 persons were also being monitored after they came in contact with the two confirmed patients, a Chinese couple. They were also required to be quarantined for 14 days.
The driver of the tricycle hired by the Chinese couple is now being assessed by health authorities in Negros Oriental, Provincial Information Officer Bimbo Miraflor said.
He ferried the couple to a resort in Dauin town.
He was also advised to place himself in quarantine and avoid close contact with family members, neighbors, and friends.
He will also receive financial assistance worth P5,000 from the provincial government, according to Miraflor. 
The Philippines' health department confirmed the second case of the novel coronavirus in the Philippines on Sunday, February 2. Both confirmed cases traveled to the Philippines from Wuhan, China.
The second patient died on Saturday, February 1 – the first death recorded outside China. 
The novel coronavirus that originated from Wuhan, China, has so far killed 426 and sickened over 20,000 people across the country and worldwide. The World Health Organization already declared an international emergency over the virus. – Rappler.com "
